name,parkprop,parknumber,commboard,council,dimen,extant,Cost
Frank Kelly,Y,X092,0.0,11.0,"Plaque H: 1' W: 9""; Plinth H: 3"" W: 2'2""",Y,
Fort Independence Park,Y,X020,8.0,11.0,"H: 6'8"" W: 2'6"" D: 2'6""",Y,
Bartow-Pell Mansion,N,X039,0.0,13.0,"H: 10"" W: 14"" D:3""",Y,
Armillary Sphere and Sundial,Y,Q099,15.0,21.0,"armillary sphere diameter 8' (approximate); base diameter 3'6""",N,
Pelham Bay Park Tablet,Y,X039,0.0,13.0,"H: 36 ¼"" W: 24¾""",M,
Egbert Memorial,Y,R020,1.0,49.0,"Plaque: 2'5"" h; 2'w",Y,
Joseph Lisa Memorial Plaque,Y,Q029,4.0,21.0,"H: 21"" W: 24"" D: 17""",Y,
Harlem Heights Main Line of Defense Plaque,N,,9.0,7.0,"h 2'2"" x w 3'",Y,
Commander Eugene S. Sarsfield Flagstaff,Y,B207,18.0,46.0,see memo,M,
"Louis Valentino, Jr. Memorial",Y,B418,6.0,38.0,"Base diameter 12'6""",Y,
Chaplains Memorial,Y,M071,9.0,9.0,"H: 24"" W: 18""",Y,
Alfred Tredway White,O,B010,9.0,35.0,"bas-relief h 5'6"" x w 6'6""",Y,
Belle Harbor Memorial Circle,Y,Q259,14.0,32.0,"H: 22"" W: 26""",Y,
General Philip Henry Sheridan,Y,M287,2.0,3.0,"H: 12'4"" W: 3'10"" D: 3'10""",Y,$6000
Fort Tryon Memorial,Y,M029,12.0,7.0,"H: 12' W: 6'6"" D: 2'",Y,
Monitor Memorial,Y,B114,1.0,33.0,,Y,
"O'connell, David Square",Y,Q203,10.0,32.0,see memo,N,
Christopher Columbus,Y,B113C,2.0,33.0,"Figure H: 7'; Pedestal H: 11' Diameter: 3'6""; Base H: 2'6"" Diameter: 8'9""; Plinth H: 1' Diameter: 17'3""",Y,
Raymond M. O'Connor,Y,Q103,11.0,19.0,"H: 26"" W: 20"" D: ½""",M,
Parkville Memorial,N,,12.0,44.0,"18""h x 24""w x¾""d",Y,
William Tecumseh Sherman,Y,M062,5.0,4.0,"Horse figure H: 14'6""; equestrian figure total H: 15'6"";  Genius of Victory figure H: 10'6""; pedestal L: 42'6"" W: 30'8""; total H: 24'4""; plaque L: 2'1"" W: 10""",Y,"$75,000; plaque $288;"
Governor Thomas Dongan,Y,R116,1.0,49.0,"Tablet H: 12"" W: 20""; Boulder H: 48"" W: 36"" D: 36""",M,
C. Bobbink Lambertus,O,X002,14.0,12.0,"H: 1'6"" W: 2'",M,
Amiable Child Memorial,Y,M071,9.0,9.0,"Urn H: 2'4"" W: 1'1"" D: 1'1""; Pedestal H: 2'4"" W: 2' D: 2'; Total H: 4'7"" (approximate)",Y,
King Park Cannon,Y,Q023,12.0,28.0,"4 5/8"" bore",S,
Richard Tucker,Y,M051,7.0,6.0,total h 7',Y,
"merchant marine, american memorial",N,,1.0,1.0,"2'10""h x 3'7""w",Y,
Edenwald Memorial Plaque,Y,X046,12.0,12.0,"h 20¼"" x w 30"" x d¼""",N,
Cyrus Clark,Y,M071,7.0,6.0,"H: 4' W: 2'5""",Y,
American Merchant Mariners Memorial Plaque,Y,M005,1.0,1.0,,Y,
Major William F. Deegan,Y,X145,1.0,17.0,"H: 7'6"" W: 60"" D: 55""",Y,
"Bischoff, Henry",N,,1.0,1.0,,Y,
Gertrude Stein,Y,M008,5.0,3.0,"Figure H: 2'9"" W: 2' D: 2'; Pedestal H:4'2"" W: 2'6"" D: 2'6"" (includes base); Weight: 225 pounds (figure only)",Y,
Lafayette and Washington,Y,M090,10.0,9.0,"H: 20'2"" W: 15' D: 10'6""",Y,
Dreyfus Plaque,Y,R011,1.0,49.0,"H: 1'10"" W: 1'4""",Y,
John F. Kennedy Memorial,O,X002,14.0,12.0,"Plaque H: 1' W: 1'6""; Boulder H: 4' W: 2' D: 2'",Y,
Japanese Tablet,Y,M071,0.0,9.0,"4'h x 4'11 ½""w - salvaged",N,
Mrs. Catherine I. Carroll,Y,B085,1.0,34.0,,Y,2000.00
College Point War Memorial,Y,Q033,7.0,19.0,"Stele H: 76"" W: 31"" D: 20""; Plaque H: 22.5"" W: 30""",Y,
jamaica hs memorial,N,,8.0,24.0,,Y,
Jaguar,O,X002,14.0,12.0,,Y,
George F. Torsney,Y,Q340,2.0,26.0,"11 1/3""h x 21 ½""w x 5/8""d",Y,
Happy Land Memorial,Y,X011,6.0,15.0,"Obelisk H: 9'6"" (?) W: 3' D: 3'; Pedestal H: 1'3"" W: 5' D: 5'",Y,"$26,500"
Juan Pablo Duarte,Y,M279,2.0,3.0,Figure H: 10'6' W: 5' D: 4'; Pedestal H: 8' W: 5'  D: 5',Y,
Alamo,N,MZ032,2.0,2.0,H: 10'  W: 8' D: 8',Y,
"Irving, Washington",Y,,6.0,2.0,"H: 14'9"" W: 3'9"" D: 3'9""",L,
Capt. Malcolm A. Rafferty,Y,Q036A,2.0,26.0,"H: 5' W: 3'6"" D: 1'10""",Y,
Magaw Robert,N,,12.0,7.0,"48""h x 36""w x ½""d",Y,
Castle Clinton Plaque,Y,M005,1.0,1.0,,M,
Ulysses Simpson Grant,Y,B041,8.0,36.0,"Figure H: 12' W: 18' D: 26'; Pedestal H: 15'2"" W: 18'6"" D: 34'",Y,"$35,000"
Battle of Harlem Heights Marker,Y,M071,9.0,9.0,"Plaque H: 1'6"" W: 2'; Plinth H: 1'7½"" W: 2'1½""",Y,
New Dorp World War II Memorial,N,,2.0,51.0,"H: 11' W"" 64"" D: 56""",Y,
Jamaica Memorial,Y,Q023,12.0,28.0,"Tablet H: 2'1"" W: 2'5""; Stele H: 7'2"" W: 3'1"" D: 11""; Pedestal H: 3'4"" Diameter 1'11""; Sundial Diameter 1'9""",M,4000.00
John J. Dolan Memorial,Y,B045,4.0,37.0,"Plaque H: 1'3"" W: 1' (measured on curve)",S,
New Blazing Star Ferry Memorial,Y,,2.0,50.0,"Tablet H: 1'2"" W: 1'4""; Stele H: 4'2"" W: 2'4"" D: 1'1""",M,
Joseph Manna Memorial,Y,R127,1.0,49.0,H: 7' W: 6' D: 5.5',Y,
"Berkson, Seymour",N,,5.0,3.0,"9¾""h x 13½""w",Y,
Dr. Simon Baruch Bath House Plaque,Y,M263,6.0,4.0,"H: 1'10"" W: 3'5""",L,
"King, Martin Luther, Jr.",N,,10.0,9.0,see memo,Y,
Washington Heights Memorial Honor Grove,Y,M037,12.0,7.0,"5""h x 8""w",Y,
Arthur W. Gelston Tablet,Y,,0.0,0.0,"t-20"" x 27 ½""/",M,
Fort Washington Marker,Y,M009,12.0,7.0,,N,
Poe Actors Monument,N,,5.0,4.0,,Y,
Washington Square Memorial Flagstaff,Y,M098,2.0,1.0,"7'6""h x 5'9""w",Y,"$2,970"
Gerald MacDonald,Y,Q207,6.0,29.0,,Y,
Cornelius De Lamater and John Ericsson,N,,2.0,3.0,"H: 4' W: 4'9""",M,
Max Wernik Triangle,Y,Q206,9.0,30.0,"H: 2' W: 2' D: 4""",Y,
Van Cortlandt Family Burial Plot,Y,X092,0.0,11.0,"7'6""h (wall)",Y,
Oscar Comras Mall,Y,X002,14.0,12.0,"H: 15"" W: 20"" D: 5/8""",Y,
City Hall Monument List,Y,M013,1.0,1.0,,N,
Australian Tree Marker,Y,M052,5.0,3.0,"Plaque H: 6"" W: 1'1¾"" D: 1/8""; Plinth H: 1'4"" W: 1'5½"" D: 1'2""",Y,$70
Fort Amsterdam-Fort George Plaque,N,,1.0,1.0,,Y,
The Waterhole in the Jungle,O,B073,0.0,39.0,,Y,
First Presidential Mansion Plaque,N,,1.0,1.0,"H: 1'4"" W: 1'4"" (approximate)",Y,
Bicentennial Veterans Memorial,O,X191A,10.0,13.0,"Plaza L: 10'10"" W: 7'10""; Paver H: 1'10"" W: 6'2"" (?); Flagstaff H: 30'; base of flagstaff diameter 7'7""",Y,
Freedom Tree Marker,Y,M203C,6.0,4.0,"Plaque H: 7"" W: 1'",M,
Lin Ze Xu,N,M246,3.0,1.0,"18' 5"" H,",Y,"$200,000"
Christopher Columbus,Y,Q137,1.0,22.0,"Figure H: 7'6"" W: 4' D: 4'",Y,
Colonel David Marcus Memorial Plaque,Y,B128,12.0,44.0,"H: 10¾"" W: 1'½""",Y,232.00
Othmar Herman Ammann,N,,12.0,10.0,"h 7' x w 2' x d 1'2""",Y,
Woodside Memorial,Y,QZ118,9.0,26.0,"Stele H: 6' W: 3'6"" D: 1'2""; Plaque H: 36"" W: 26"" D: 5/8""; Reglet D: 3/4""",Y,
Joyce Kilmer Park War Memorial,Y,X028,4.0,17.0,"Tablet H: 8"" W: 10""; Plinth H: 1' W: 1'2""",M,
Forest Hills,N,,0.0,0.0,,Y,
William Jay Gaynor Memorial,Y,B113A,2.0,33.0,"Bust H: 3' W: 2'8"" D: 1'7""; Pedestal H: 4' W: 1' 6 1/2"" D: 1'6""; Stele H: 9'10"" W: 16'10"" D: 6'",Y,
Montbellier Park Plaque,Y,Q396,12.0,31.0,H: 11 ½ W: 23 ¼,Y,
Glover's Rock,Y,X039,0.0,13.0,"H: 30"" W: 36""",Y,
Rockaway Women Veterans Monument,N,Q163,14.0,32.0,"figure h 7'6"" x w 2'1½"" x d 3'½""; pedestal h 5'8"" x w 4'7"" x d 5'4""",Y,75000.00
Robert F. Kennedy Memorial,Y,B113C,2.0,33.0,"Total H: 9'3""; Base L: 6'6"" W: 6'6""",Y,
William L. Kavanagh,Y,M011,4.0,3.0,"H: 5'10"" W: 2' D: 2'",Y,
Lorillard Snuff Mill,O,X002,14.0,12.0,,Y,
Baruch Park Plaque,N,M165,3.0,2.0,,M,
Lions (2),N,M008,5.0,3.0,"6'h x 10'6""l x 4'w",Y,
Sergeant Joseph E. Schaefer Memorial,Y,Q015,16.0,30.0,,Y,
Upland Park Memorial,Y,Q052,8.0,24.0,"60'h (pole) 4'h (base) 2'9""w",Y,2000.00
Ilse Metzger,Y,QZ011,6.0,24.0,"H: 15"" W: 19"" D: 13""",Y,
Corona Heights Memorial,Y,Q029,4.0,21.0,"H: 3'7"" W: 2'7""",N,
Ridgewood Memorial,Y,Q124,5.0,30.0,"Column H: 11' Diameter: 6'; Base H: 6' Diameter 12'; Each bas-relief H: 8'3"" W: 3'11""; Total H: 23'",Y,"$3,000"
Frances Griscom Parsons,Y,M022,4.0,3.0,H: 2' W: 3',S,225.00
William White Niles,Y,X004,9.0,11.0,"Tablet H: 29"" W: 17¾"" D: ½""",Y,
Woman's Health Protective Association,Y,M071,9.0,9.0,"H: 11'3"" W: 20'9"" D: 2'2""",Y,
Metropolitan Pool Tablet,Y,B085,1.0,34.0,"H: 46"" W: 39""",Y,
Pulitzer Fountain,Y,M062,5.0,4.0,"Fountain H: 22' W: 72' D: 84'; Figure H: 7'9""",Y,
New York Public Library,N,M008,5.0,3.0,,Y,
Edward Robinson Squibb Plaque,Y,B223F,2.0,33.0,"H: 3'6"" W: 2'1""",Y,1200.00
New York Life Insurance Company War Memorial,Y,M052,5.0,3.0,"H: 12"" W: 20"" D: ½""",Y,
Colonel David Marcus Memorial Playground Plaque,Y,B128,12.0,44.0,"H: 10"" W: 1'3""",Y,
General José Artigas,Y,MZ002,2.0,3.0,"Figure H: 11' W: 3'4"" D: 2'10""; pedestal H: 4'6"" W: 6'10"" D: 6'4""; sculpture weight: 2,640 pounds",Y,"$65,000"
George T. Delacorte Memorial Plaque,Y,M007,1.0,1.0,"2'6"" x 3'1""",Y,"$1,600; installation--$2,000-$3,000"
James Amster Plaque,Y,M108N,6.0,5.0,"L: 1'4"" W: 8""",Y,
Major Clarence T. Barrett Memorial,Y,R004,1.0,49.0,"Figure H: 8'½"" W: 4' D: 2'; Integral plinth Diameter: 3'3""; Pedestal H: 5' W: 12'9"" D: 6'; Total H: 13'2"" (excluding basin)",Y,
Bernard McCarthy WW II Memorial,Y,M172,2.0,3.0,"H: 4' W: 4'6"" D: 4'6""",Y,
William F. Moore Memorial,Y,Q029,4.0,21.0,H: 1' Diameter: 4',Y,
Four Chimneys,Y,B223D05,2.0,33.0,"H: 20"" W: 30"" D: ¾""",Y,
Liberty Avenue War Memorial,Y,B290,5.0,37.0,H: 12' W: 3' D: 3',Y,
General Horace Porter Memorial,Y,M071,9.0,9.0,"H: 6'1 ½"" Diameter: 8'",Y,
Vietnam Memorial,Y,B035,10.0,43.0,"W: 30"" L: 44""",Y,
Slocum Disaster Memorial,Y,M088,3.0,2.0,"H:  9'2"" W: 6' D: 4'11""",Y,3500.00
Clason Point World War I Memorial,Y,X065,9.0,18.0,"Plaque H: 6'10""; Stele H: 11'2"" W: 4' D:1'8""",Y,"$3,500"
Bushwick-Ridgewood Memorial,Y,B045,4.0,34.0,"Figure H: 6'4½""; Pedestal H: 5' W: 2'8"" D: 3'; Tablet L: 1'6"" W: 1'6"" (approximate)",Y,"$7,000"
Bulova Sundial,O,Q300,7.0,20.0,"H: 35"" W: 20""; Sundial: 18""",Y,
"irving, john treat",N,,1.0,1.0,,Y,
Coleman Square,N,,10.0,32.0,,Y,
Joseph Rodman Drake Tablet,O,X002,14.0,12.0,"H: 25 ¼"" W: 37"" D: ¾""",Y,
Little Dances,Y,Q468,3.0,21.0,"H: 13' L: 7'10"" W: 5'6""",Y,
"Corbett, James J.",N,,11.0,19.0,,Y,
gettysburg speech tablets,N,,0.0,0.0,,Y,
Fiorello H. La Guardia,N,,2.0,1.0,"Statue H: 6'4""; Pedestal H: 3'2"" W: 3'4""",Y,"$100,000"
Samuel J. Tilden,Y,M071,9.0,9.0,"20'h x 40""w x 20""d",Y,38000.00
Schmul Memorial,Y,R045,2.0,50.0,,Y,
Barrier Signs,,M376,,,,Y,
"Quartner, Lt. Maxwell Memorial",Y,B169,13.0,47.0,"18""h x 24""w x 5/18""d",N,
Sylvester A. Hurley,Y,X092,0.0,11.0,"H: 7"" W: 10""",M,
Monsignor Joseph A. McCaffrey,Y,M161,4.0,3.0,"H: 15"" W: 20""",Y,
N.Y.U. Campus,N,,0.0,0.0,,Y,
Houston Street Overpass,N,,3.0,2.0,"2'6""h x 3'6""w",Y,
Vietnam Memorial,Y,M046,1.0,1.0,H: 16' W: 66',Y,
Firemen's Memorial,Y,M038,2.0,3.0,"H: 6'6"" W: 5'2"" D: 7'3""",Y,
Unisphere Tablets (4),Y,Q099,15.0,21.0,"H: 25"" W: 42""",Y,
Claremont Inn Tablet,Y,M071,9.0,6.0,H: 2' W: 4',Y,
Jane Addams Memorial,Y,M013,1.0,1.0,"Plaque H: 9""  W: 1'1""; Plinth H: 1'4""  W: 1'8""",Y,
Cuvillier Flagstaff,Y,M108A,11.0,8.0,"7'7""h x 2'4""d",S,
Louis J. Heintz Memorial,Y,X028,4.0,17.0,"Total H: 19'6"" W: 9' D"" 9'",Y,"$11,500"
Sugar Loaf Rock Plaque,Y,R011,1.0,49.0,,Y,
Hollis World War Memorial,Y,QZ36A,12.0,23.0,"Tablet H: 2'2 1/"" W: 3'7""; Shaft H: 7' W: 5'1"" D: 2'9""",Y,
Rufus King,O,Q023,12.0,28.0,"H: 14"" W: 22""",Y,
Sheridan Square Viewing Garden Plaque,Y,M012,2.0,3.0,"H: 9"" W: 1'1¼""",Y,
Flight 587 Memorial,Y,Q050,414.0,32.0,,Y,
Frank S. Hackett,Y,X110A,8.0,11.0,"Plaque H:12"" W:24"" D:½""; Boulder H: 42"" W: 50""",Y,
Margaret Corbin Plaque,Y,M029,12.0,7.0,"H: 12"" W: 18""",Y,
Benninger Plaque,Y,Q038,5.0,30.0,"H: 3'1"" W: 2'6""",M,
Quaker Meeting House Tablet,N,Q100,7.0,20.0,,Y,
Port Authority World War II Honor Roll,Y,R127,1.0,49.0,,Y,
Peter Stuyvesant,Y,M086,6.0,2.0,,Y,
East Side War Memorial,N,M194,3.0,1.0,"H: 9'7"" W: 2'6"" D: 2' (approximate)",M,
Edith Bowdoin ASPCA Horse Trough,Y,M062,5.0,4.0,"20 1/2"" h, 53"" l, 35 1/2"" d",Y,"$160= fountain, $285= installation"
Alexander Lyman Holley,Y,M098,2.0,1.0,"Bust H: 3'6""; Central stele H: 9'; Total W: 10'3"" D: 3'10""",Y,
Zion Park War Memorial,Y,B116,16.0,41.0,"H: 13' W: 20'8"" D: 3'10""",Y,20000.00
Francis Lewis Plaque,Y,Q126,7.0,19.0,"H: 27"" W: 16¾"" D: 1""",Y,
Lt. Joseph Petrosino Plaques,Y,M170,2.0,1.0,"West plaque: H: 21 3/4"" W: 17 1/2""; East plaque: H: 22"" W: 17 1/2""",Y,
Conrad Poppenhusen,Y,Q042,7.0,19.0,"H: 12'6"" W: 5' D: 5'",Y,1800.00
Fountain of the Dolphins,Y,R046,2.0,50.0,Ground area 960 square feet; each figure weight: 800 pounds (approximate),Y,
Fulton Park Comfort Station Plaque,Y,B038,3.0,36.0,"H: 3'1"" W: 2'6""",N,
Henry Hudson Entrance,Y,Q099,15.0,21.0,,Y,
Marine Amphitheater Plaque,Y,Q099,15.0,21.0,"H: 3'6¼"" W: 4'10""",S,
"smyth, frederick",N,,1.0,1.0,,Y,
Bailey Fountain,Y,B040,19.0,33.0,H: 25' (approximate),Y,"$100,000"
Japanese Tori,Y,M087,9.0,9.0,,Y,
"lindheimer, ida b.",N,,2.0,3.0,,Y,
Blazed and Willowbrook Roads Tablet,Y,RZ045,1.0,49.0,"Plaque H: 1'2"" W: 1'4""; Stele H: 3'3"" W: 2' D: 1'1""",Y,
S. Parkes Cadman Memorial,Y,B113A,2.0,33.0,"plaque h 3'1"" x w 2'4""",N,
"nicolls, richard",N,,1.0,1.0,"1'10""h x 2'6""w",Y,
Column of Jerash,Y,Q099,15.0,21.0,"Plaque H: 30"" W: 60""",Y,
Ephraim Elmer Ellsworth,Y,M012,2.0,3.0,"H: 4'6"" W: 2'11"" D: 2'11""",Y,
Bayard Rustin Plaque,Y,M203B,6.0,4.0,,Y,
"keane, lawrence f. square",N,,10.0,13.0,,Y,
John Cashmore Marker,Y,B113C,2.0,33.0,H: 10' W: 6' D: 2',Y,
Pvt. Walter B. Robertson,Y,Q047,13.0,27.0,,Y,
Lincoln Ave. Public Comfort Station,N,X023,1.0,17.0,"16""h x 30""w",N,
Ninth Milestone Marker,Y,,9.0,7.0,"H: 22 ½"" W: 12"" D: 6""",N,
"wading place, the (foot stones)",N,,8.0,10.0,see memo,Y,
Chemical Bank Plaque,N,,8.0,4.0,"3 ½""h x 9 ½""w x ¼""d",Y,
Recording the Purchase of Manhattan Island,N,,1.0,1.0,,Y,
Abraham Lincoln,Y,B040,19.0,33.0,,Y,
Jewish War Veterans Tablet,Y,X028,4.0,17.0,see memo,M,
George Washington as Master Mason,Y,Q099,15.0,21.0,"Figure H: 9'6""",Y,
Liberty Flagstaff,Y,M013,1.0,1.0,"H: 1'10"" W: 3'",Y,400.00
McKinley Square (USS Maine),Y,X031,3.0,16.0,"1'10""h x 2'2""w x 2'd",N,
Lafayette Memorial,Y,B073,0.0,39.0,"Bas-relief H: 10' W: 13' ; Stele H: 19' W: 22' D: 8'10""; Terrace W: 72' D: 35'",Y,
"von heer, major bartholomew",Y,X013,7.0,14.0,"9""h x 12""w x ½""d plaque",N,
"gehrig, lou plaza",N,X028,4.0,17.0,"33""w x 15""h /shaft 94"" h",Y,
Freedom Square Memorial,Y,B037,4.0,34.0,"Figure on plinth H: 8'; Pedestal H: 7' W: 2'6"" D: 3'6""",Y,"$7,700"
"Meucci, Antonio",N,,1.0,49.0,,Y,
Lieutenant George W. Lener Memorial,Y,R005,1.0,49.0,boulder h 6' x w 4' x d 4' (all approximate),Y,"$4,500"
Henry Hudson Memorial,Y,X080,8.0,11.0,"Column H:100'  W: 17'7"" Diameter: 19'7""; Statue H:.17'; Panels: H: 7'2"" W: 10'2""",Y,"$100,000"
Robert R. Pellicane,Y,QZ36A,,,,Y,
Private David W. Gentle Memorial Flagstaff,Y,X023,1.0,17.0,"Tablet H: 12"" W: 28"" D: 32""",Y,
Theodore Foulk,Y,Q006,7.0,19.0,"H: 15"" W: 13 ½""",M,
William T. Hornaday Memorial,O,X002,14.0,12.0,see memo,Y,
Mount Prospect Park Tablet,Y,B159,8.0,35.0,"h 20 ½"" x w 27""",,
Joseph H. Lyons,Y,R043,1.0,49.0,"H: 2' W: 1'8""",Y,
The Horse Tamers,Y,B073,0.0,39.0,"North group H: 16' W: 6'8"" D:10'10""; South group H: 17' W: 6'8"" D: 10'9½""; Each pedestal H: 20' W: 11'6"" D: 17'6""",Y,
Dr. Mary Wolcott Green,Y,R019,1.0,35.0,"H: 6"" W: 1'",M,
Pvt. Moses Miller,Y,M086,6.0,2.0,"H: 10"" W: 15""",Y,
Chief Nimham Memorial,Y,X092,0.0,11.0,"Total H: 6'6"" W: 4' D: 4'; Plaque H: 1'6"" W: 2'",Y,
Hooker Shelter House,O,X002,14.0,12.0,"H: 16"" W: 22"" D: ¼""",Y,
Peter Cooper,Y,M016,3.0,2.0,,Y,
Cobble Hill Historic District Plaque,Y,B326,6.0,39.0,"H: 5"" W: 12""",Y,
Norelli-Hargreaves,Y,Q243,12.0,28.0,"D: ½"" Diameter: 1'",M,
Prospect Park Monument List,Y,B073,0.0,39.0,,,
Robert Moses Memorial,N,,7.0,6.0,"Stele H: 7'6"" W:32 ½""; Plaque Diameter:14¾""",Y,
Highest Natural Point in Manhattan,Y,M009,12.0,7.0,"H: 18 ½"" W: 18 ½""",Y,
Clement G. Moore,Y,Q361,4.0,34.0,,M,
poe cottage original site tablet,N,,7.0,15.0,"16""h x 27 ½""w",Y,
Charles J. Johnson,Y,X059,6.0,11.0,"H: 8"" W: 1'11"" D: 3'",S,
John Merven Carrere Memorial,Y,M071,7.0,6.0,"H: 2'6"" W: 4'2""",Y,
J. Wesley Drumm Park,Y,Q139,5.0,30.0,"H: 4' W: 3'6""",Y,
Ralph Ellison Memorial,Y,M072,9.0,7.0,"H: 15' W: 7'6"" D: 6"" Weight: 5,000 lbs",Y,"$275,000 (sculpture est), $500,000 (landscape est)"
Lithuanian Shrine,Y,Q099,15.0,21.0,,N,
Forest Park Overlook,Y,Q015,16.0,30.0,"H: 15¼"" W: 26 ½"" D: ½""",M,
Laurel Hill Flagstaff,Y,QZ01,2.0,26.0,H: 4' W: 4' D: 4',Y,1800.00
Ohio Buckeye Tree Marker,Y,M098,2.0,1.0,"H: 7¾"" W: 10""",M,
Hebrew Orphan Asylum,Y,M223,9.0,7.0,"1'10""h x 2'4""",N,
Arthur Cunningham Flagstaff,Y,Q021,8.0,23.0,"H: 6'8"" W: 4' D: 4'",Y,
José Bonifacio de Andrada e Silva,Y,M008,5.0,3.0,"Figure H: 10'3"" (includes plinth?); Figure weight: 4,000 pounds (approximate)",Y,
Unisphere Tablets (4),Y,Q099,15.0,21.0,"H: 25"" W: 42""",Y,
Corp. Walter J. Fufidio Flagstaff,Y,XZ001,2.0,17.0,"H: 8 ½"" W: 2'11 ½"" D: 8'10""",Y,
Bill Brown Post Memorial,Y,BZ12,15.0,48.0,,Y,
Betsy Head Fountain,Y,B008,16.0,42.0,"plaque h 3' 23/4"" x w 2' 3/4"" x d 1 1/8""",N,
John F. Kennedy Memorial Tree,Y,B113C,2.0,33.0,,Y,
Weeping Beech Tree Landmark Plaque,Y,Q022,7.0,20.0,,Y,
Benito Juarez,Y,M008,5.0,3.0,"H: 5'5""",Y,
Brooklyn Korean War Veterans Plaza,Y,B113A,2.0,33.0,Flagstaff H: 37',Y,
"spence, clara b.",N,,8.0,4.0,"4""h x 7""w, base 8""h x 11""w",Y,
Crotona Park Public Comfort Station Plaque,Y,X010,3.0,15.0,"H: 20"" W: 24"" D: ½""",M,
McNally Plaza Memorial,Y,M100,12.0,10.0,"H: 4' W: 2'9"" D: 9""",Y,$500
Egbertville,N,,0.0,0.0,,Y,
Henry Hudson Memorial Park Plaque,Y,X080,8.0,11.0,"H: 1'3"" W: 1'6""",Y,
Webster Ave Public Comfort Station,N,X033,7.0,11.0,"24 ½""h x 36""w x¾""d",Y,
Irene Cohen,Y,M098,2.0,1.0,"Tablet H: 9"" W: 12""; Plinth H: 13 ¼"" W:16 ¼""",M,
Reverend Benjamin J. Lowry,Y,B089,8.0,35.0,"Bust H: 2'2"" W: 1'6"" D: 11""; Pedestal H: 6'7"" W: 2'6"" D: 2' 6""",Y,
Highbridge Tower Water Landmark,Y,M037,12.0,10.0,,N,
Defenders Memorial Grove of American Elms,Y,M071,0.0,9.0,"H: 1' W: 2'6""",N,
East 23rd Street Bath House Landmarks Plaque,Y,M164,6.0,4.0,,Y,
Clinton Park - Stewart Plaque,Y,M022,4.0,3.0,,S,
Governor Alfred E. Smith Memorial Maquette,Y,M194,3.0,1.0,"Maquette: H: 15.5"" W: 20.75"" D: 15.25""",Y,
Cornelius Heeney Memorial,Y,B113C,2.0,33.0,"Plinth H: 1'2"" L: 4'4"" W: 2'10""; Plaque L: 3'9"" W: 2'3"" (approximate)",Y,
Joan of Arc,N,,3.0,25.0,"20'4""h x 6'1""w x 12'3""",M,
Forms in Transit,Y,Q099,15.0,21.0,Form H: 12' W: 14' D: 30'; Pedestal H: 8' to 12' W: 8' D: 15',Y,
Father Demo Square,Y,M191,2.0,3.0,,Y,
Firefighters' Memorial,N,,,,,Y,
Fort Washington Memorial,Y,M009,12.0,7.0,"H: 10'  W: 4'4""  D: 1'4""",Y,
"Lincoln, Abraham Group",N,,11.0,9.0,see memo,Y,
William Cullen Bryant,Y,M008,5.0,3.0,"Figure H: 6' W: 3'6""; Canopy H: 30'",Y,
Childrens Farm Plaque,Y,Q099,15.0,21.0,"H: 21 ½"" W: 12""",S,
Theodor Herzl Memorial,Y,Q370,8.0,24.0,"Tablet H: 2'2"" W: 3'9"" D: 1'1""; Base Diameter"" 9'",Y,
Breakwater Memorial Flagstaffs,Y,M005,1.0,1.0,"Pedestals H: 6' W: 2'6"" D: 2'6""; Plaques H: 2'3"" W: 2'",N,
John Golden Park,Y,Q12B,11.0,19.0,"H: 24"" W: 18"" D: ½""",Y,
Bedford Stuyvesant Community Pool Plaque,Y,B351,3.0,36.0,"L: 60"" H:18"" D: ¼""",N,
U.S. Customs House Plaque,N,,1.0,1.0,,Y,
Flushing Town Hall,N,,7.0,20.0,"15""h x 23""w",Y,
Hamilton Grange Exterior,N,,9.0,7.0,,Y,
Mrs. Charles Augustine Robinson,Y,M073,12.0,7.0,"5""h x 11""w",M,
Horace Greeley,N,M013,1.0,1.0,,N,
Thomas Addis Emmet,N,M030B,1.0,1.0,,Y,
Spanish War Memorial,Y,X023,1.0,17.0,H: 31',Y,"$10,000"
Samuel V. Crews,Y,B217,3.0,36.0,"H: 4'6""",M,
Queens Zoo-Design Award Tablet,O,Q099,15.0,21.0,"H: 13 ½"" W: 10 ½"" D: 5/8""",Y,
Commons Plaque,Y,M013,1.0,1.0,,S,
Baker Monument,Y,RZ125,1.0,49.0,,Y,
Leon S. Kaiser,Y,B129,13.0,47.0,"H: 5"" W: 15""",M,
Charles and Murray Gordon,Y,M028,12.0,7.0,"Tablets H: 5 1/2"" W: 8 1/2""; Markers H: 11"" W: 14"" D: 9""",Y,
Beauty,O,M008,5.0,3.0,H:10' W: 6' D: 4',Y,
Gettysburg Memorial Tablet,N,,6.0,38.0,"H: 40"" W: 22""",Y,
Arbitration Rock and Plaque,Y,,5.0,30.0,,N,
Lioness and Cubs,Y,B073,0.0,39.0,Group H: 3' W: 7' D: 2'; Pedestal H: 4' W: 7' D: 2',Y,
Roscoe Conkling,Y,M052,5.0,3.0,"H: 14'11"" W: 10'4"" D: 10'4""",Y,
Avenue of the United Nations Marker,Y,Q099,15.0,21.0,,M,
Robert Richard Randall,Y,R116,1.0,49.0,,Y,"$17,000"
Macombs Dam Bridge Plaque,N,,10.0,7.0,,Y,
